Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
canels-fruit-chewing-gum-2-6kg,,,,,,,,,Shipper (5 Outer),,,,,,,,ICABF_Shipper,0.0,shopify,0,deny,manual,172.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nippys-375ml-vanilla-x-24ct,Nippys 375ml Vanilla x 24ct,"",Nippy's,,"","Drinks, Milk Drinks",false,Pack Size,Shipper,,,,,,,,MKO375VA_Shipper,0.0,shopify,0,deny,manual,66.75,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/MKO375VANippysVanilla375ml.jpg?v=1754023119,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,draft
jojo-bubble-balls-bubble-gum-6-pack-x-48ct,Jojo Bubble Balls Bubble Gum 6 pack x 48ct,"",Jojo,Uncategorized,"","Gum, Novelty",true,Pack Size,Outer,,,,,,,,100629436_Outer,0.0,shopify,89,deny,manual,3.80,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/100629436BubbleBallsBubbleGum_77bd55b0-7958-4c5b-adb8-9c6a51d74279.jpg?v=1773621327,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
jojo-bubble-balls-bubble-gum-6-pack-x-48ct,,,,,,,,,Shipper (12 Outer),,,,,,,,100629436_Shipper,0.0,shopify,7,deny,manual,45.60,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tribala-assorted-2kg-approx-400ct,Tribala Assorted 2kg approx 400ct,"",DutchRusk,,"",2kg,true,Pack Size,Bag,,,,,,,,STR_Bag,0.0,shopify,326,deny,manual,20.40,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/STRTribalaAssorted.jpg?v=1754023121,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
tribala-assorted-2kg-approx-400ct,,,,,,,,,Shipper (3 Bag),,,,,,,,STR_Shipper,0.0,shopify,108,deny,manual,61.20,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
non-stock-item,Non-Stock item,"",DutchRusk,,"","",false,Pack Size,Each,,,,,,,,ZZZSTOCK_Each,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,kg,,,draft
red-bull-4-pack-250ml-sugarfree-x6ct,Red Bull 4 Pack 250ml Sugarfree x6ct,"",Red Bull,,"","Drinks, Energy Drinks",false,Pack Size,Tray,,,,,,,,100536965_Tray,0.0,shopify,0,deny,manual,52.40,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/100536965-2RedBull250mlSugarfree.jpg?v=1754023122,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,draft
snowdon-icecream-cup-cones-x-192ct,Snowdon Icecream Cup Cones x 192ct,"",Snowdon,,"","",false,Pack Size,Shipper,,,,,,,,SCC-1_Shipper,0.0,shopify,0,deny,manual,28.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/SCC-1SnowdonCupCones.jpg?v=1754023123,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,draft
rjs-triples-raspberry-choc-logs-120g-x-10ct,RJ's LOGS - Triples Raspberry Choc Logs 120g x 10ct,"",RJ's,"Food, Beverages & Tobacco > Food Items > Candy & Chocolate","","Licorice, Night n Day Misc, RJ's",true,Pack Size,Outer,,,,,,,,5045_Outer,0.0,shopify,169,deny,manual,27.35,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/5045RJsRASPCHOCLOGS.jpg?v=1754023123,1,"",false,,,4748,,,,,,,,,,,,,,,,,kg,,,active
rjs-triples-raspberry-choc-logs-120g-x-10ct,,,,,,,,,Shipper (4 Outer),,,,,,,,5045_Shipper,0.0,shopify,42,deny,manual,109.40,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
rjs-triples-lic-choc-logs-120g-x-10ct,RJ's LOGS - Triples Lic Choc Logs 120g x 10ct,"",RJ's,"Food, Beverages & Tobacco > Food Items > Candy & Chocolate","","Licorice, Night n Day Misc, RJ's",true,Pack Size,Outer,,,,,,,,5042_Outer,0.0,shopify,341,deny,manual,27.35,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/5042RJTRIPLECHOCLOGS.jpg?v=1754023124,1,"",false,,,4748,,,,,,,,,,,,,,,,,kg,,,active
rjs-triples-lic-choc-logs-120g-x-10ct,,,,,,,,,Shipper (4 Outer),,,,,,,,5042_Shipper,0.0,shopify,85,deny,manual,109.40,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
krautboy-wine-sauerkraut-770g,Krautboy Wine Sauerkraut 770g x 12ct,<p>12 tins per tray</p>,DutchRusk,,"",Snacks,true,Pack Size,Unit,,,,,,,,40111C_Unit,0.0,shopify,0,deny,manual,5.75,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/40111CSAUERKRAUT.jpg?v=1754023125,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
krautboy-wine-sauerkraut-770g,,,,,,,,,Tray (12 Unit),,,,,,,,40111C_Tray,0.0,shopify,0,deny,manual,69.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
masterfoods-tomato-sauce-sachets-14g-x-100ct,Masterfoods Tomato Sauce Sachets 14g x 100ct,"",Masterfoods,,"",Snacks,true,Pack Size,Shipper,,,,,,,,156753_Shipper,0.0,shopify,0,deny,manual,24.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/156753MASTERFOODTOMATO.jpg?v=1754023125,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
rjs-natural-lic-rasp-soft-eating-300g-x-12ct,RJ's Natural Lic Rasp Soft Eating 300g FAMILY BAG x 12ct,"<span data-mce-fragment=""1"">12 bags per outer</span>",RJ's,"Food, Beverages & Tobacco > Food Items > Candy & Chocolate","","Family Bags, Licorice, Night n Day Misc, RJ's",true,Pack Size,Bag,,,,,,,,5013_Bag,0.0,shopify,278,deny,manual,4.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/5013RJ_sRaspSoft.jpg?v=1754023126,1,"",false,,,4748,,,,,,,,,,,,,,,,,kg,,,active
rjs-natural-lic-rasp-soft-eating-300g-x-12ct,,,,,,,,,Shipper (12 Bag),,,,,,,,5013_Shipper,0.0,shopify,23,deny,manual,59.40,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
rainbow-party-mix-90g-x10ct,Rainbow Party Mix 90g x 10ct,"",Rainbow,Uncategorized,"","Family Bags, Rainbow",true,Pack Size,Outer,,,,,,,,15139_Outer,0.0,shopify,148,deny,manual,12.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/15139RainbowPartyMix90g.jpg?v=1754023127,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
rainbow-party-mix-90g-x10ct,,,,,,,,,Shipper (10 Outer),,,,,,,,15139_Shipper,0.0,shopify,14,deny,manual,129.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
whittakers-squares-milk-hospitality-x300ct,Whittakers Squares Milk Hospitality  x 300ct,"",Whittakers,,"","",true,Pack Size,Outer,,,,,,,,FG0044_Outer,0.0,shopify,4,deny,manual,193.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/FG0044WHITTAKERSMILKSQUARES.jpg?v=1754023128,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
whittakers-chunk-white-50g-x36ct,Whittakers Chunk White 50g x36ct,"",Whittakers,,"",Night n Day Misc,true,Pack Size,Outer,,,,,,,,FG0282_Outer,0.0,shopify,13,deny,manual,75.60,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/FG0282WhittakersWhiteChunk.jpg?v=1754023130,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
whittakers-chunk-white-50g-x36ct,,,,,,,,,Shipper (6 Outer),,,,,,,,FG0282_Shipper,0.0,shopify,2,deny,manual,453.60,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
whittakers-super-slab-almond-gold-70g-x30ct,Whittakers Super Slab - Almond Gold 70g x30ct,"",Whittakers,,"",Night n Day Misc,true,Pack Size,Outer,,,,,,,,FG0181_Outer,0.0,shopify,92,deny,manual,97.80,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/FG0181Whittaker_s_Super_Size_Almond_Gold_Slab.jpg?v=1754023131,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
whittakers-super-slab-almond-gold-70g-x30ct,,,,,,,,,Shipper (4 Outer),,,,,,,,FG0181_Shipper,0.0,shopify,23,deny,manual,391.20,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
whittakers-super-slab-peanut-75g-x30ct,Whittakers Super Slab - Peanut 75g x30ct,"",Whittakers,,"",Night n Day Misc,true,Pack Size,Outer,,,,,,,,FG0180_Outer,0.0,shopify,159,deny,manual,97.80,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/FG0180Whittaker_s_Super_Size_Peanut_Slab_75g.jpg?v=1754023132,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
whittakers-super-slab-peanut-75g-x30ct,,,,,,,,,Shipper (4 Outer),,,,,,,,FG0180_Shipper,0.0,shopify,39,deny,manual,391.20,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
whittakers-slab-creamy-milk-x50ct,Whittakers Slab Creamy Milk x 50ct,"",Whittakers,,"",Night n Day Misc,true,Pack Size,Outer,,,,,,,,FG0168_Outer,0.0,shopify,71,deny,manual,105.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/FG0168WhittakersCreamyMilkSlab50g.jpg?v=1754023133,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
whittakers-slab-creamy-milk-x50ct,,,,,,,,,Shipper (4 Outer),,,,,,,,FG0168_Shipper,0.0,shopify,17,deny,manual,420.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
whittakers-slab-toasted-coconut-50g-x50ct,Whittakers Slab Toasted Coconut 50g x50ct,"",Whittakers,,"",Night n Day Misc,true,Pack Size,Outer,,,,,,,,FG0177_Outer,0.0,shopify,39,deny,manual,105.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/FG0177WhittakersCoconutSlab50g.jpg?v=1754023135,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
whittakers-slab-toasted-coconut-50g-x50ct,,,,,,,,,Shipper (4 Outer),,,,,,,,FG0177_Shipper,0.0,shopify,9,deny,manual,420.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
whittakers-slab-almond-gold-45g-x50ct,Whittakers Slab Almond Gold 45g x50ct,"",Whittakers,,"",Night n Day Misc,true,Pack Size,Outer,,,,,,,,FG0162_Outer,0.0,shopify,80,deny,manual,105.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/FG0162WhittakersSlabAlmondGold50g.jpg?v=1754023136,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
whittakers-slab-almond-gold-45g-x50ct,,,,,,,,,Shipper (4 Outer),,,,,,,,FG0162_Shipper,0.0,shopify,20,deny,manual,420.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
whittakers-slab-peanut-50g-x-50ct,Whittakers Slab Peanut 50g x 50ct,"",Whittakers,,"",Night n Day Misc,true,Pack Size,Outer,,,,,,,,FG0152_Outer,0.0,shopify,109,deny,manual,105.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/FG0152WhittakersPeanutSlab50g.jpg?v=1754023137,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
whittakers-slab-peanut-50g-x-50ct,,,,,,,,,Shipper (4 Outer),,,,,,,,FG0152_Shipper,0.0,shopify,27,deny,manual,420.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
whittakers-sante-milk-25g-x48ct,Whittakers Sante Milk 25g x48ct,"",Whittakers,,"",Night n Day Misc,true,Pack Size,Outer,,,,,,,,FG0110_Outer,0.0,shopify,185,deny,manual,65.28,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/FG0110Whittaker_s_Milk_Chocolate_Sante_25g.jpg?v=1754023138,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
whittakers-sante-milk-25g-x48ct,,,,,,,,,Shipper (9 Outer),,,,,,,,FG0110_Shipper,0.0,shopify,20,deny,manual,587.52,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
whittakers-sante-dark-25g-x48ct,Whittakers Sante Dark 25g x 48ct,"",Whittakers,,"",Night n Day Misc,true,Pack Size,Outer,,,,,,,,FG0115_Outer,0.0,shopify,165,deny,manual,65.28,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/FG011550_DarkSante.jpg?v=1754023139,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
whittakers-sante-dark-25g-x48ct,,,,,,,,,Shipper (9 Outer),,,,,,,,FG0115_Shipper,0.0,shopify,18,deny,manual,587.52,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pascall-1kg-marshmallow-x-200ct,Pascall 1kg Marshmallow x 200ct,"",Cadbury,Uncategorized,"","1kg, Bulk Gummies and Lollies, Pascall",true,Pack Size,Outer,,,,,,,,621766_Outer,0.0,shopify,40,deny,manual,8.60,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/621766PASCALLMARSHMALLOW1KG.jpg?v=1754023140,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
pascall-1kg-marshmallow-x-200ct,,,,,,,,,Shipper (6 Outer),,,,,,,,621766_Shipper,0.0,shopify,6,deny,manual,51.60,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mayceys-pink-smokers-large-approx-700ct,Mayceys Pink Smokers Large approx 700ct,"",Mayceys,,"","",true,Pack Size,Outer,,,,,,,,TPS_Outer,0.0,shopify,1,deny,manual,12.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/TPSPINKSMOKER2C.jpg?v=1754023140,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
mayceys-pink-smokers-large-approx-700ct,,,,,,,,,Shipper (12 Outer),,,,,,,,TPS_Shipper,0.0,shopify,0,deny,manual,155.40,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
mayceys-5kg-carob-raisins,Mayceys 5Kg Carob Raisins,"",Mayceys,,"","",false,Pack Size,Shipper,,,,,,,,CRA5K_Shipper,0.0,shopify,0,deny,manual,70.75,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,kg,,,draft
mayceys-5kg-carob-l-buttons,Mayceys 5Kg Carob L Buttons,"",Mayceys,,"",5kg,true,Pack Size,Shipper,,,,,,,,CBT5_Shipper,0.0,shopify,2,deny,manual,66.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/CBT5Mayceys5kgCarobButtons.jpg?v=1754023141,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
whittakers-chunk-50g-fruit-nut,Whittakers Chunk Fruit Nut 50g x36ct,"",Whittakers,,"",Night n Day Misc,true,Pack Size,Outer,,,,,,,,FG0275_Outer,0.0,shopify,39,deny,manual,75.60,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/FG0275_Whittakers_Fruit__Nut_Chunk.jpg?v=1754023142,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
whittakers-chunk-50g-fruit-nut,,,,,,,,,Shipper (6 Outer),,,,,,,,FG0275_Shipper,0.0,shopify,6,deny,manual,453.60,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
whittakers-chunk-50g-creamy-milk,Whittakers Chunk Creamy Milk 50g x36ct,"",Whittakers,,"",Night n Day Misc,true,Pack Size,Outer,,,,,,,,FG0270_Outer,0.0,shopify,58,deny,manual,75.60,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/FG0270_Whittakers_Creamy_Milk_Chunk.jpg?v=1754023143,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
whittakers-chunk-50g-creamy-milk,,,,,,,,,Shipper (6 Outer),,,,,,,,FG0270_Shipper,0.0,shopify,9,deny,manual,453.60,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
whittakers-chunk-50g-blondie,Whittakers Chunk Blondie 50g x36ct,"",Whittakers,,"",Night n Day Misc,true,Pack Size,Outer,,,,,,,,FG0296_Outer,0.0,shopify,5,deny,manual,75.60,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/FG0296_Whittakers_Blondie_Chunk.jpg?v=1754023144,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
whittakers-chunk-50g-blondie,,,,,,,,,Shipper (6 Outer),,,,,,,,FG0296_Shipper,0.0,shopify,0,deny,manual,453.60,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
whittakers-chunk-50g-72-dark-ghana,Whittakers Chunk 72% Dark Ghana 50g x36ct,"",Whittakers,,"",Night n Day Misc,true,Pack Size,Outer,,,,,,,,FG0288_Outer,0.0,shopify,0,deny,manual,75.60,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/FG0288_Whittakers_Dark_Ghana_Chunk.jpg?v=1754023145,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
whittakers-chunk-50g-72-dark-ghana,,,,,,,,,Shipper (6 Outer),,,,,,,,FG0288_Shipper,0.0,shopify,0,deny,manual,453.60,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
werthers-original-stickpack-50g,Werthers Original Stickpk 50g x24ct,"",Werthers,,"","",true,Pack Size,Outer,,,,,,,,100517978_Outer,0.0,shopify,13,deny,manual,34.45,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/100517978_WERTHERS_ORIGINAL_STICKPACK.jpg?v=1754023145,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
werthers-original-stickpack-50g,,,,,,,,,Shipper (6 Outer),,,,,,,,100517978_Shipper,0.0,shopify,2,deny,manual,206.70,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
water-game-unicorn-x-24ct,Toy - Unicorn Water Game x 24ct,"",DutchRusk,,"","Novelty, Toys",true,Pack Size,Outer,,,,,,,,652016_Outer,0.0,shopify,0,deny,manual,45.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/352016_Unicorn_Water_Game.jpg?v=1754023146,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
water-game-dinosaur,Toy - Water Game - Dinosaur Individual Game,"",DutchRusk,,"","Novelty, Toys",true,Pack Size,Each,,,,,,,,652181_Each,0.0,shopify,0,deny,manual,2.20,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/652181_Dinosaur_Water_Game.jpg?v=1754023146,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
warheads-sour-bombs-50g,Warheads Sour Bombs 50g x 12ct,"",Warheads,,"","Night n Day Misc, Novelty",true,Pack Size,Outer,,,,,,,,WAR130_Outer,0.0,shopify,37,deny,manual,21.20,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/WAR130_Warheads-Sour-Bombs.jpg?v=1754023147,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
warheads-sour-bombs-50g,,,,,,,,,Shipper (12 Outer),,,,,,,,WAR130_Shipper,0.0,shopify,3,deny,manual,254.40,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
warheads-extreme-sour-minis-tin-49g,Warheads Extreme Sour Minis Tin 49g x 18ct,"",Warheads,,"","Night n Day Misc, Novelty",true,Pack Size,Outer,,,,,,,,WAR105_Outer,0.0,shopify,57,deny,manual,31.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/WAR105_Warheads_Extreme_Sour_Minis__49g.jpg?v=1754023148,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
warheads-extreme-sour-minis-tin-49g,,,,,,,,,Shipper (8 Outer),,,,,,,,WAR105_Shipper,0.0,shopify,7,deny,manual,252.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
warheads-extreme-sour-hard-candy-28g,Warheads Extreme Sour Hard Candy 28g x 12ct,"",Warheads,,"","Night n Day Misc, Novelty",true,Pack Size,Outer,,,,,,,,WAR120_Outer,0.0,shopify,60,deny,manual,16.30,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/WAR120_Warheads_Extreme_Sour_Hard_Candy_28g.jpg?v=1754023148,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
warheads-extreme-sour-hard-candy-28g,,,,,,,,,Shipper (15 Outer),,,,,,,,WAR120_Shipper,0.0,shopify,4,deny,manual,244.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
usb-car-charger,USB Car Charger - Assorted Singles x 12ct,"",DutchRusk,,"","Charging Cables, hide-shipper, Miscellaneous",true,Pack Size,Outer,,,,,,,,617735_Outer,0.0,shopify,0,deny,manual,36.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/617735_Car_Chargers.jpg?v=1754023149,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
usb-car-charger,,,,,,,,,Shipper (12 Outer),,,,,,,,617735_Shipper,0.0,shopify,0,deny,manual,432.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
twinkies-chocloate-385g-10-twinkies-bars-per-outer,Twinkies CHOCOLATE 385g x 10ct,"",Twinkies,,"",Novelty,true,Pack Size,Outer,,,,,,,,CHOCTWINK_Outer,0.0,shopify,0,deny,manual,13.75,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/CHOCTWINK_Chocolate_Twinkies.jpg?v=1754023150,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
twinkies-chocloate-385g-10-twinkies-bars-per-outer,,,,,,,,,Shipper (6 Outer),,,,,,,,CHOCTWINK_Shipper,0.0,shopify,0,deny,manual,82.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
twinkies-385g-10-twinkie-bars-per-outer,Twinkies 385g x 10ct,"",Twinkies,,"",Novelty,true,Pack Size,Outer,,,,,,,,TWINKIES_Outer,0.0,shopify,483,deny,manual,15.15,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/TWINKIES_Twinkies.jpg?v=1754023150,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
twinkies-385g-10-twinkie-bars-per-outer,,,,,,,,,Shipper (6 Outer),,,,,,,,TWINKIES_Shipper,0.0,shopify,80,deny,manual,90.90,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tnt-sour-chews-1kg,TNT Sour Chews 1Kg x 222ct,<p>6 bags per shipper</p>,TNT,Uncategorized,"","1kg, Bulk Gummies and Lollies, Novelty",true,Pack Size,Bag,,,,,,,,SAO352_Bag,0.0,shopify,691,deny,manual,11.30,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/TNT_Chews.jpg?v=1754023154,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
tnt-sour-chews-1kg,,,,,,,,,Shipper (6 Bag),,,,,,,,SAO352_Shipper,0.0,shopify,115,deny,manual,67.80,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
thumb-suckers-27g,Thumb Suckers 27g x 24ct,"",DutchRusk,,"",Novelty,true,Pack Size,Outer,,,,,,,,17031_Outer,0.0,shopify,0,deny,manual,32.75,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/17031_Thumb_Suckers.jpg?v=1754023155,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
thumb-suckers-27g,,,,,,,,,Shipper (6 Outer),,,,,,,,17031_Shipper,0.0,shopify,0,deny,manual,196.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
thumb-dippers-43g,Thumb Dippers 43g x 24ct,"",DutchRusk,,"",Novelty,true,Pack Size,Outer,,,,,,,,17030_Outer,0.0,shopify,26,deny,manual,37.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/17030_Thumb_Dipper.jpg?v=1754023156,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
thumb-dippers-43g,,,,,,,,,Shipper (6 Outer),,,,,,,,17030_Shipper,0.0,shopify,4,deny,manual,227.40,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
terrific-1kg-sour-mix,Terrific 1kg Sour Party Mix x 12ct,"",DutchRusk,Uncategorized,"","1kg, Bulk Gummies and Lollies, Night n Day Misc",true,Pack Size,Shipper,,,,,,,,DR-179_Shipper,0.0,shopify,0,deny,manual,63.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/DR-179_TERRIFIC_1KG_SOUR_PARTY_MIX_1kg.jpg?v=1754023157,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
terrific-1kg-party-mix,Terrific 1kg Party Mix x 12ct,"",DutchRusk,Uncategorized,"","1kg, Bulk Gummies and Lollies, Night n Day Misc",true,Pack Size,Shipper,,,,,,,,DR-178_Shipper,0.0,shopify,124,deny,manual,63.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/DR-178_TERRIFIC_1KG_PARTY_MIX_1kg.jpg?v=1754023157,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
super-tattoos-5-5g,Super Tattoos 5.5g x 200ct,"",DutchRusk,,"",Novelty,true,Pack Size,Outer,,,,,,,,ISMLNST_Outer,0.0,shopify,5,deny,manual,19.45,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/products/ISMLNST_SUPER_TATTOOS.jpg?v=1754023157,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
